,Car,Make,Model,Year,Price,Milage,MPG,Expected Car Life (Yr),Gas Cost Per Year,Loan,Cost Per Mile,Cost Per Year,Views Count,Favorite Count,Favorite to Views Ratio,Link,Description
3830,2010 Honda Accord LX        ,Honda,Accord,2010,8200.0,115800,25.0,1.6666666666666667,770.0,4200.0,0.11478521504065045,5798.949063853661,202.0,7.0,0.034653465346534656,https://cars.ksl.com/listing/6093542?ad_cid=18,        8700 00 or best offer  Clean title in hand  This has been an awesome vehicle for our family  but we have out grown it now and had to get a larger car  Always kept in the garage  We have had no issues with this car and have always been diligent with regular maintenance  The tires are less than a year old  new battery installed  new steering pump  spark plugs and starter  There is lifetime warranty tint installed that is fully transferable  It also has the winter package which has better floor and trunk mats with wheel fenders to prevent road salt damage  This car gets 22 mpg in the city and 31 on the highway  Great car  Here is some more info just in case I forgot something  2010 Honda Accord LX 2 4 Grey FWD 2 4L I4 DOHC i VTEC 16V 5 Speed Automatic with Overdrive Cloth  16  Wheels w Full Covers  160 Watt AM FM CD Audio System  4 Wheel Disc Brakes  6 Speakers  ABS brakes  Air Conditioning  AM FM radio  Anti whiplash front head restraints  Brake assist  Bumpers  body color  CD player  Cloth Seat Trim  Delay off headlights  Driver door bin  Driver vanity mirror  Dual front impact airbags  Dual front side impact airbags  Electronic Stability Control  Four wheel independent suspension  Front anti roll bar  Front Bucket Seats  Front Center Armrest  Front reading lights  Illuminated entry  Low tire pressure warning  MP3 decoder  Occupant sensing airbag  Overhead airbag  Overhead console  Panic alarm  Passenger door bin  Passenger vanity mirror  Power door mirrors  Power steering  Power windows  Radio data system  Rear anti roll bar  Rear seat center armrest  Rear window defroster  Remote keyless entry  Speed control  Speed sensing steering  Speed Sensitive Wipers  Steering wheel mounted audio controls  Tachometer  Telescoping steering wheel  Tilt steering wheel  Traction control  Variably intermittent wipers  Cloth  21 31 City Highway MPG  Options  4 Wheel Disc Brakes A C ABS AM FM Stereo Adjustable Steering Wheel Automatic Headlights Auxiliary Audio Input Brake Assist Bucket Seats CD Player Child Safety Locks Cloth Seats Cruise Control Cruise Control Daytime Running Lights Driver Air Bag Driver Illuminated Vanity Mirror Driver Vanity Mirror Emergency Trunk Release Engine Immobilizer Floor Mats Front Head Air Bag Front Reading Lamps Front Side Air Bag Front Wheel Drive Intermittent Wipers Keyless Entry MP3 Player Pass Through Rear Seat Pass Through Rear Seat Passenger Air Bag Passenger Air Bag Sensor Passenger Illuminated Visor Mirror Passenger Vanity Mirror Power Door Locks Power Door Locks Power Mirror s  Power Outlet Power Steering Power Windows Rear Bench Seat Rear Bench Seat Rear Defrost Rear Head Air Bag Remote Trunk Release Remote Trunk Release Stability Control Steel Wheels Steering Wheel Audio Controls Temporary Spare Tire Tire Pressure Monitor Tires   Front All Season Tires   Rear All Season Traction Control Variable Speed Intermittent Wipers Wheel Covers    
334,2014 Dodge Journey SXT        ,Dodge,Journey,2014,8900.0,91300,19.0,2.113910186199343,1013.1578947368421,4900.0,0.10352870465363537,5323.580097829637,78.0,5.0,0.0641025641025641,https://cars.ksl.com/listing/6148856?ad_cid=15,       Pearl white 2014 Dodge Journey is reliable and versatile 5 7 passenger SUV  providing cargo room with cargo net  It has a 3 6 V6 engine with automatic transmission and AWD  This SUV comes equipped with added back up camera  heated leather seats  push button start  keyless entry  power locks  power windows  A C  steering wheel cruise  audio and phone controls  rear climate controls  Sirius capabilities  with AM FM CD  rear wiper  rear defrost  split folding rear bench  rear spoiler  luggage rack  front fog lights  immobilizer  stability control  traction control  four wheel independent suspension  ABS brakes and so much more  It has a white exterior and a black interior  tinted windows  custom floor mats  and more     
1036,2016 Honda Odyssey SE        ,Honda,Odyssey,2016,16900.0,86700,22.0,2.2260668973471742,875.0,12900.0,0.17127558677048835,8717.403778036536,61.0,0.0,0.0,https://cars.ksl.com/listing/6142437?ad_cid=6,       2016 Honda Odyssey SE in amazing condition  The interior has been scotch guarded  All weather floor mats  rear entertainment system  Vacuum   4  way power passenger seat 8  way power driver seat Bucket front seats Cloth Height adjustable driver seat Driver seat with power adjustable lumbar support Folding with storage center armrest Folds into floor third row seats Rear ventilation ducts with fan control Reclining rear seats Split folding rear seatback 2 one touch power windows Hands free entry Heated mirrors Clock Compass External temperature display Tachometer Trip computer Cruise control Electric power steering Front and rear door pockets Front seatback storage Front  rear and 3rd row cupholders Keyless ignition Overhead console with storage Rear view camera Tilt and telescopic steering wheel Universal remote transmitter  for garage door  security system  etc   Audio and cruise controls on steering wheel Interior air filtration Dual illuminating vanity mirrors Three zone climate control 7 total speakers DVD player USB connection Audio video remote control remote control Auxiliary audio input and USB with external media control Satellite radio satellite radio Video monitor AM FM stereo EXTERIOR FEATURES Intermittent rear wiper Manual sunshades for rear side windows Privacy glass Rear defogger Variable intermittent wipers Rear spoiler Alloy wheels Inside mounted spare tire Temporary spare tire 17 x 7 0 in  wheels 235 65R T tires All season tires Rear liftgate door Cargo tie downs SAFETY FEATURES 2 front headrests 3 rear headrests Auto delay off headlamps Blind spot warning accident avoidance system Child seat anchors Daytime running lights Dual front side mounted airbags Dusk sensing headlamps Engine immobilizer Front  rear and third row head airbags Remote anti theft alarm system Stability control Tire pressure monitoring Traction control 4 wheel ABS Emergency braking assist Passenger airbag occupant sensing deactivation Rear center 3 point belt Rear door child safety locks Rear height adjustable headrests Ventilated front disc   solid rear disc brakes    
1931,2014 Subaru Outback 2.5i        ,Subaru,Outback,2014,8000.0,79352,26.0,2.4322008266962394,740.3846153846154,4000.0,0.0826677532623962,4100.688967016457,236.0,14.0,0.059322033898305086,https://cars.ksl.com/listing/6142088?ad_cid=11,       Good  reliable manual AWD that has run great over the 3 years we ve owned it  It has primarily been used as a second car  with all drives being made locally to the SLC   Provo areas  Selling due to wife not being able to drive a manual  Recently replaced all 4 brakes  brake pads and rotors  with oil freshly changed  CARFAX available upon vehicle inspection   test drive  Cash only and will not ship     
1180,2016 GMC Terrain SLE        ,GMC,Terrain,2016,15900.0,57362,23.0,3.364596771381751,836.9565217391304,11900.0,0.13482033470218624,5715.544598039004,66.0,1.0,0.015151515151515152,https://cars.ksl.com/listing/6140150?ad_cid=16,       Excellent car  Only owner  Need to sell quick  No need for it since I have a company car  Serious buyers  Willing to negotiate   Added a factory set of roof rails for ski rack  Extra set of tires     
797,2013 Toyota Tacoma Limited        ,Toyota,Tacoma,2013,26000.0,53100,19.0,3.634651600753296,1013.1578947368421,22000.0,0.20853382290582548,8428.213196147004,617.0,24.0,0.03889789303079417,https://cars.ksl.com/listing/6092530?ad_cid=15,          Just Reduced     Original 53K  Limited package  LONG BED  hard to find   3 inch leveling kit  285 65R18 Falken Wildpeak AT tires w  4K miles on them   Heated leather seats  no tears or stains  JBL satellite HD radio  homelink garage door rear view mirror  limo window tint on rear windows  new LED headlights  LED fiber optic tail lights   Have the original tail lights as well   ALWAYS use full synthetic fluids and every fluid is fresh as I perform my own maintenance on all my vehicles   Never been off road or towed anything and is always in the garage  I DO NOT need help selling this vehicle  no dealers or scammers   No low ball offers please  don t waste your time because I don t need to sell my truck   Call or text to see this pristine truck  Thank you for looking     
995,2008 Mazda Mazda3 s Touring        ,Mazda,Mazda3,2008,4600.0,121500,25.0,1.5884773662551441,770.0,600.0,0.07451041815687837,3682.1851853666662,57.0,5.0,0.08771929824561403,https://cars.ksl.com/listing/6142785?ad_cid=15,       Clean title  runs great no issues  recently serviced  Recently purchased a bigger family car and no longer need this one  Automatic transmission  moon roof  Call or text  801  513 4003 for more info     
1363,2010 GMC Yukon Denali        ,GMC,Yukon,2010,18995.0,113000,17.0,1.7079646017699115,1132.3529411764705,14995.0,0.24801504487269238,12633.34666395564,71.0,0.0,0.0,https://cars.ksl.com/listing/6065900?ad_cid=8,       2010 GMC Yukon Denali 4x4   Power Moonroof  Rear DVD  Heated and Cooled Leather  Navigation  Tow Package   Runs and looks good with only 113 000 miles   Clean Title     
2634,2007 Hyundai Elantra SE        ,Hyundai,Elantra,2007,4200.0,129117,28.0,1.4947683109118086,687.5,200.0,0.0738724371831238,3503.0846764855633,183.0,4.0,0.02185792349726776,https://cars.ksl.com/listing/6122749?ad_cid=11,         PRICE REDUCED    Hyundai Elantra SE Now  4 200 Was  4 500 2007 Only 129 117 Miles     Typically you would average 15 000 miles per year  This car should be at 195 000 miles    Bonus  This car comes with after market installed REMOTE START  This is super awesome on really cold or really hot mornings to warm up not only the engine  but to warm up  or cool down  the interior before you get in   Two brand new tires  and another new tire only about two months old  from when I drove through a construction site     New brake pads as well  Great super clean car  Easy to drive and comfortable   Aux cord port and two cigarette lighters for chargers   This would make a great first car or commuter car  I have loved it  I am now on my third Hyundai and I have loved them all  I bought this one in Aug 2015 from its original owner who took absolutely amazing care of this vehicle  It is in great condition  both inside and out  and will make a great car for someone  No checks  No scams     2 0L I 4 Engine   5 spd man w OD Transmission   138   6 000 rpm Horsepower   136   4 600 rpm Torque   Front wheel Drive type   15  steel Wheels   Radio prep Radio   Keyfob  all doors  Remote keyless entry   Heated mirrors   Cloth Seat trim   16  silver aluminum Wheels   Front air conditioning  manual   AM FM stereo  seek scan Radio CD   Front Fog driving lights    
3292,2008 Chevrolet Malibu LS        ,Chevrolet,Malibu,2008,2500.0,142949,25.0,1.3501318652106695,770.0,0.0,0.06204276062141269,2621.670984455958,495.0,25.0,0.050505050505050504,https://cars.ksl.com/listing/6063491?ad_cid=2,       2008 Chevy Malibu  143 000 miles on it  Runs great  Only asking  2 500 for it because there are a few minor things  It needs a new windshield  There is something with the power steering but there is a recall for it that would fix it for free  Power Locks don t work and it s been that way since I bought it four years ago and it hasn t bothered me enough to look into it   You have to open the car manually as well as each door  We just got a new van and want to get rid of it asap or I would fix these issues myself and keep driving it  Text or call 435 213 0116    
2140,2012 Nissan Versa SL        ,Nissan,Versa,2012,2200.0,142000,33.0,1.3591549295774648,583.3333333333334,0.0,0.05160069613080783,2201.986183074266,189.0,7.0,0.037037037037037035,https://cars.ksl.com/listing/6136506?ad_cid=11,       This car is a workhorse with a strong engine  BRAND NEW snow tires  and new battery  Selling because it needs a new transmission and catalytic converter  I would keep it if I could find cheap parts and had the tools to do the job because it has really been a great  dependable little car  RECENT MAINTENANCE   Oil   oil filter changed  Dec 2019    BRAND NEW snow tires  Dec 2019    New battery  July 2019    Replaced spark plugs  May 2019    Engine maintenance flush  May 2019    Replaced front brake pads and rotors and rear brake shoes  Oct 2018  VERSA SL FEATURES   Automatic windows and locks   Cruise control   Auxiliary outlet   Bluetooth phone audio connection   Tinted windows   30 38 mpg   Alloy wheels   Overdrive mode   Fog lights   Variable intermittent wipers   Chromed inside door handles   Split folding rear seat   Steering wheel audio controls   Anti Theft System   Keyless Entry   Dual Air Bags   Side Air Bags   F R Head Curtain Air Bags    
2998,2011 Toyota Sienna XLE Limited        ,Toyota,Sienna,2011,26900.0,53732,20.0,3.5919005434378026,962.5,22900.0,0.2143138435881483,8727.20636188575,236.0,4.0,0.01694915254237288,https://cars.ksl.com/listing/6055604?ad_cid=3,       I am listing this vehicle my grandfather  I have here a 2011 Toyota Sienna XLE Limited edition mini van for sale   It has been modified by Mobility to accommodate handicapped individuals  My grandfather originally purchased the vehicle from the church of Jesus Christ of Latter Day Saints  The vehicle has only had 2 owners  him and the LDS church  I can provide a full carfax history for the vehicle  Vehicle has newer tires on it  that was recently replaced along with an alignment  If you have any questions feel free to contact me  my name is Josh  My number is 801 652 7058  or you can contact my grandfather Jim at 801 381 0046     
2653,2016 Kia Soul +        ,Kia,Soul,2016,10800.0,48579,27.0,3.9729101051894853,712.9629629629629,6800.0,0.0919722317087081,3505.3718631522047,60.0,1.0,0.016666666666666666,https://cars.ksl.com/listing/6121880?ad_cid=17,       2016 Kia Soul  Interior is black and grey  Exterior black  Very good condition  I m only the second owner  This is the plus trim  included back up camera  satellite radio  power windows  Maintenance done regularly  zero mechanical issues  Body and interior look great  Come take it for a test drive it s a fun ride     
3721,2009 Audi A8        ,Audi,A8,2009,7500.0,143000,15.0,1.3496503496503496,1283.3333333333335,3500.0,0.1646205162507452,6952.444704455048,309.0,4.0,0.012944983818770227,https://cars.ksl.com/listing/6051284?ad_cid=24,       Let me know for more info thank you       
